City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Rustam,PK,27.969,68.8048,82.35,38,0,7.87,clear sky
459,Campbell River,CA,50.0163,-125.2446,64.6,63,100,6.91,overcast clouds
460,Svetlyy,RU,54.675,20.1347,60.85,96,100,5.1,overcast clouds
461,Togur,RU,58.3631,82.8265,45.25,63,0,4.92,clear sky
462,Uarini,BR,-2.99,-65.1083,74.46,89,100,1.86,overcast clouds
463,Nesna,NO,66.1967,13.0213,39.67,70,100,8.1,overcast clouds
464,Bereda,ES,43.2686,-7.5406,61.57,97,100,2.82,overcast clouds
465,Santa Marinella,IT,42.0345,11.8536,66.11,63,2,2.35,clear sky
466,Paamiut,GL,61.994,-49.6678,34.86,90,59,4.16,broken clouds
467,Kota Tinggi,MY,1.7381,103.8999,82.35,70,57,1.61,broken clouds
468,Stornoway,GB,58.2093,-6.3865,53.56,85,12,4.61,few clouds
469,Moratuwa,LK,6.773,79.8816,78.82,86,100,7.29,overcast clouds
470,Camalu,MX,30.85,-116.0667,66.51,73,11,7.94,few clouds
471,Fort Dix,US,40.0298,-74.6185,73.33,62,20,9.22,light intensity drizzle
472,Nanortalik,GL,60.1432,-45.2371,39.99,86,100,2.01,overcast clouds
473,Lesnoye,RU,58.2841,35.5158,44.17,77,1,3.71,clear sky
474,Strezhevoy,RU,60.7333,77.5889,48.42,48,5,5.28,clear sky
475,Kodinar,IN,20.7903,70.7031,82.92,84,2,7.47,clear sky
476,Kerema,PG,-7.9631,145.7785,82.2,79,100,5.17,overcast clouds
477,Marsh Harbour,BS,26.5412,-77.0636,79.92,76,100,7.54,overcast clouds
478,Bonavista,CA,48.6499,-53.1147,39.04,75,4,22.55,clear sky
479,Mount Gambier,AU,-37.8333,140.7667,51.71,82,40,9.22,scattered clouds
480,San Pedro,PH,14.35,121.0167,86.32,76,75,3.44,broken clouds
481,Piracanjuba,BR,-17.3028,-49.0167,68.05,49,0,3.18,clear sky
482,Lesnyye Polyany,RU,55.9667,37.8667,57.02,73,36,5.1,scattered clouds
483,Inzhavino,RU,52.3185,42.4937,47.95,90,0,6.85,clear sky
484,Flin Flon,CA,54.7682,-101.865,66.52,32,99,8.21,overcast clouds
485,Rock Sound,BS,24.9,-76.2,79.43,75,100,6.2,overcast clouds
486,Winnemucca,US,40.973,-117.7357,80.65,12,0,10.36,clear sky
487,Linqiong,CN,30.4159,103.4609,75.02,70,100,1.16,overcast clouds
488,Changde,CN,29.0464,111.6783,81.61,70,100,2.24,overcast clouds
489,Opuwo,NA,-18.0607,13.84,54.7,46,0,7.78,clear sky
490,Noumea,NC,-22.2763,166.4572,84.18,99,97,6.89,overcast clouds
491,Rundu,NA,-17.9333,19.7667,46.71,58,0,6.53,clear sky
492,Aripuana,BR,-9.1667,-60.6333,77.22,67,87,1.63,overcast clouds
493,Cape Canaveral,US,28.4058,-80.6048,82.47,82,22,8.84,few clouds
494,Baykit,RU,61.67,96.37,49.8,77,39,3.98,scattered clouds
495,Bud,US,39.447,-86.1758,75.22,75,50,5.5,scattered clouds
496,Zell Am See,AT,47.3256,12.7944,57.0,47,100,2.46,overcast clouds
497,Pangkalanbuun,ID,-2.6833,111.6167,80.35,82,99,2.75,overcast clouds
498,Praxedis Guerrero,MX,31.3667,-106.0167,98.8,9,65,11.86,broken clouds
499,Waddan,LY,29.1614,16.139,82.29,22,0,4.18,clear sky
500,Sysert,RU,56.4953,60.8192,51.78,96,92,5.17,light rain
501,Shitanjing,CN,39.2342,106.3439,71.17,16,96,4.94,overcast clouds
502,Havelock,US,34.8791,-76.9013,78.8,86,0,5.75,clear sky
503,Ngawen,ID,-7.0032,111.3129,79.59,84,100,5.12,overcast clouds
504,Ahuimanu,US,21.4447,-157.8378,85.75,63,5,8.01,clear sky
505,Timra,SE,62.487,17.3257,46.08,93,100,3.44,overcast clouds
506,Caravelas,BR,-17.7125,-39.2481,69.35,90,96,5.1,overcast clouds
507,Ravar,IR,31.2656,56.8055,79.38,16,7,5.1,clear sky
508,Pitimbu,BR,-7.4706,-34.8086,73.99,79,7,7.02,clear sky
509,Berdigestyakh,RU,62.0989,126.6992,74.25,36,18,5.06,few clouds
510,Ossora,RU,59.2353,163.0719,45.64,83,100,12.95,overcast clouds
511,Guantanamo,CU,20.1444,-75.2092,83.46,86,99,3.8,overcast clouds
512,Kavieng,PG,-2.5744,150.7967,83.12,71,42,9.48,light rain
513,Coquimbo,CL,-29.9533,-71.3436,56.93,88,100,6.91,overcast clouds
514,Bokoro,TD,12.3807,17.0568,86.74,17,6,8.28,clear sky
515,Pingzhuang,CN,42.0372,119.2889,58.55,69,100,1.81,light rain
516,Penticton,CA,49.4806,-119.5858,79.74,32,75,13.8,broken clouds
517,Coahuayana,MX,18.7333,-103.6833,79.75,73,69,5.32,broken clouds
518,Shelburne,CA,44.0787,-80.2041,56.75,97,99,11.79,overcast clouds
519,Dasoguz,TM,41.8363,59.9666,78.75,38,0,11.5,clear sky
520,Rayagada,IN,19.1667,83.4167,86.47,53,77,2.8,broken clouds
521,Rincon,US,32.296,-81.2354,80.83,81,29,4.88,scattered clouds
522,Lewiston,US,44.1003,-70.2148,67.71,78,100,7.74,overcast clouds
523,Seymchan,RU,62.8833,152.4333,52.34,40,100,7.94,overcast clouds
524,Rio Claro,BR,-22.4114,-47.5614,67.96,64,100,3.38,overcast clouds
525,Thessalon,CA,46.2501,-83.5666,57.49,79,81,11.52,broken clouds
526,Apiai,BR,-24.5094,-48.8425,60.1,87,93,0.94,overcast clouds
527,Ust-Nera,RU,64.5667,143.2,61.3,33,86,3.62,overcast clouds
528,Makakilo City,US,21.3469,-158.0858,84.56,51,0,16.11,clear sky
529,Hofn,IS,64.2539,-15.2082,49.24,82,100,4.43,overcast clouds
530,Jerome,US,42.7241,-114.5186,72.68,26,100,4.63,overcast clouds
531,Lata,PT,40.1629,-8.3327,65.07,87,89,1.34,overcast clouds
532,Hope,US,33.6671,-93.5916,87.08,76,89,4.14,overcast clouds
533,Pangai,TO,-19.8,-174.35,80.71,65,20,8.05,few clouds
534,Pasaje,EC,-3.3333,-79.8167,71.91,96,100,1.74,overcast clouds
535,Salinopolis,BR,-0.6136,-47.3561,77.05,84,100,6.02,overcast clouds
536,Dali,CN,25.7,100.1833,63.32,93,100,2.82,overcast clouds
537,Latung,PH,5.5,120.8833,82.65,75,100,4.07,overcast clouds
538,Basco,PH,20.4487,121.9702,83.8,77,83,11.72,broken clouds
539,Valparaiso,CL,-33.0393,-71.6273,55.47,85,0,0.0,clear sky
540,Chokurdakh,RU,70.6333,147.9167,46.81,46,6,13.8,clear sky
541,Naze,JP,28.3667,129.4833,76.12,72,100,2.53,overcast clouds
542,Hingoli,IN,19.7167,77.15,84.6,51,7,14.34,clear sky
543,Ariquemes,BR,-9.9133,-63.0408,73.78,87,65,0.02,moderate rain
544,Kitimat,CA,54.0524,-128.6534,75.58,49,100,3.83,overcast clouds
545,Myre,NO,69.1036,15.9492,40.95,80,100,29.15,overcast clouds
546,Harper,LR,4.375,-7.7169,77.52,81,30,6.24,scattered clouds
547,Kurilsk,RU,45.2333,147.8833,44.92,78,100,5.37,overcast clouds
548,Zhicheng,CN,30.2956,111.5047,82.71,56,100,2.53,overcast clouds
549,La Gomera,GT,14.0833,-91.05,80.31,88,100,3.91,overcast clouds
550,Senno,RU,59.5336,33.9167,45.54,70,75,2.66,broken clouds
551,Maloy,NO,61.9353,5.1136,55.13,87,100,18.79,overcast clouds
552,Rudnogorsk,RU,57.2639,103.7519,50.18,57,90,4.0,overcast clouds
553,Plettenberg Bay,ZA,-34.0527,23.3716,64.94,45,0,7.58,clear sky
554,Kieta,PG,-6.2167,155.6333,81.16,78,99,1.48,overcast clouds
555,Natchitoches,US,31.7668,-93.1335,89.58,55,40,5.75,scattered clouds
556,Kjopsvik,NO,68.097,16.3742,43.18,96,100,7.29,overcast clouds
557,Darhan,MN,49.4867,105.9228,48.25,67,94,6.6,overcast clouds
558,Sakakah,SA,29.9697,40.2064,80.17,21,0,4.29,clear sky
559,Jamkhandi,IN,16.5167,75.3,76.05,79,84,12.19,broken clouds
560,Anchorage,US,61.2181,-149.9003,59.09,67,100,11.99,light rain
561,Taoudenni,ML,22.6783,-3.9836,95.4,16,3,8.16,clear sky
562,Prince George,CA,53.9166,-122.753,75.25,35,0,4.61,clear sky
563,Kabalo,CD,-6.05,26.9167,66.22,61,11,5.12,few clouds
564,Lubango,AO,-14.9172,13.4925,50.54,50,7,3.24,clear sky
565,Tel Aviv-Yafo,IL,32.0805,34.7805,71.78,80,0,5.75,clear sky
566,Krasnozerskoye,RU,53.9828,79.2374,55.87,76,100,8.72,overcast clouds
567,Nuqui,CO,5.7125,-77.2708,76.6,90,100,3.15,overcast clouds
568,Kattivakkam,IN,13.2167,80.3167,86.09,80,95,13.42,overcast clouds
569,Mutoko,ZW,-17.397,32.2268,46.22,75,6,5.1,clear sky
570,Colac,AU,-38.3333,143.5833,46.83,80,85,10.09,overcast clouds
571,Porto Velho,BR,-8.7619,-63.9039,77.05,94,0,0.0,clear sky
572,Jardim,BR,-21.4803,-56.1381,69.13,79,99,3.0,overcast clouds
573,Padang,ID,-0.9492,100.3543,75.25,82,97,2.8,overcast clouds
574,Kirya,TZ,-3.9167,37.4833,63.97,89,47,6.11,scattered clouds
575,Aztec,US,36.8222,-107.9929,89.42,12,1,15.61,clear sky
576,Xiashi,CN,30.5363,120.6864,75.22,70,100,9.28,overcast clouds
577,Verkh-Usugli,RU,52.7,115.1667,68.86,40,35,3.71,scattered clouds
578,Panzhihua,CN,26.5851,101.7128,68.65,83,100,0.87,overcast clouds
579,Turukhansk,RU,65.8167,87.9833,41.74,94,100,12.62,light rain
580,Sistranda,NO,63.7256,8.834,46.36,69,90,30.89,overcast clouds
581,Taltal,CL,-25.4,-70.4833,58.96,84,38,1.39,scattered clouds
582,Kaliua,TZ,-5.0606,31.7936,60.33,73,30,4.41,scattered clouds
583,Nosy Varika,MG,-20.5833,48.5333,68.0,89,41,7.09,scattered clouds
584,Aktau,KZ,43.65,51.2,63.18,65,5,10.27,clear sky
585,Te Anau,NZ,-45.4167,167.7167,50.22,80,93,4.79,moderate rain
586,Maceio,BR,-9.6658,-35.7353,72.84,94,100,3.44,overcast clouds
587,Del Rio,US,29.3627,-100.8968,102.24,28,38,8.99,scattered clouds
588,Shache,CN,38.4167,77.2406,76.71,25,88,6.33,overcast clouds
589,Jensen Beach,US,27.2545,-80.2298,79.07,88,93,1.99,overcast clouds
590,Aracati,BR,-4.5617,-37.7697,76.73,85,61,6.4,broken clouds
591,Nivala,FI,63.9167,24.9667,46.69,59,100,4.72,overcast clouds
592,Oktyabrskiy,RU,54.4815,53.471,48.06,95,100,21.23,overcast clouds
593,Great Falls,US,47.5002,-111.3008,62.67,52,92,7.0,overcast clouds
594,Angoche,MZ,-16.2325,39.9086,66.78,90,2,11.18,clear sky
595,Port-Gentil,GA,-0.7193,8.7815,76.23,88,100,7.92,overcast clouds
596,Nacala,MZ,-14.5428,40.6728,66.51,96,100,10.16,overcast clouds
597,Poronaysk,RU,49.2167,143.1167,46.38,75,90,10.89,overcast clouds
598,Uyuni,BO,-20.4597,-66.825,36.66,22,0,12.53,clear sky
599,Hvide Sande,DK,56.0045,8.1294,51.1,89,39,18.5,scattered clouds
600,Yinchuan,CN,38.4681,106.2731,74.84,16,1,7.83,clear sky
601,Jhelum,PK,32.9331,73.7264,91.29,14,57,1.05,broken clouds
602,Pandoh,IN,31.6833,77.05,80.67,24,19,5.7,few clouds
603,Ulagan,RU,50.6321,87.9563,52.52,53,10,1.34,clear sky
604,Mitsamiouli,KM,-11.3847,43.2844,77.49,70,19,7.36,few clouds
605,Podujevo,XK,42.9106,21.1931,65.35,90,22,1.77,few clouds
606,Aswan,EG,24.0934,32.907,84.79,24,0,8.66,clear sky
607,Westport,US,41.1415,-73.3579,69.84,81,100,8.01,overcast clouds
608,Champerico,GT,14.3,-91.9167,79.48,81,100,5.37,overcast clouds
609,Volax,GR,41.3167,24.0,57.83,80,59,3.02,broken clouds
610,Vetluga,RU,57.8557,45.781,47.08,96,100,12.59,overcast clouds
611,Krasnoselkup,RU,65.7,82.4667,49.87,62,100,5.23,overcast clouds
612,Sur,OM,22.5667,59.5289,85.1,61,0,7.09,clear sky
613,Rudnichnyy,RU,59.617,52.4703,46.9,92,100,13.04,overcast clouds
614,Santo Augusto,BR,-27.8508,-53.7772,60.98,79,88,5.17,overcast clouds
615,Bougouni,ML,11.417,-7.479,79.59,57,58,5.01,broken clouds
616,Pangoa,PE,-12.1167,-73.0,67.37,99,26,1.61,scattered clouds
617,Port Hawkesbury,CA,45.6169,-61.3485,52.18,87,0,4.61,clear sky
618,Alice Springs,AU,-23.7,133.8833,51.35,66,0,9.22,clear sky
619,Maraa,BR,-1.8333,-65.3667,76.24,83,100,2.24,overcast clouds
620,Bima,ID,-8.4667,118.7167,83.46,75,57,2.24,broken clouds
621,Stankov,CZ,49.5535,13.0698,56.95,93,100,5.03,overcast clouds
622,La Libertad,EC,-2.2333,-80.9,69.31,87,100,9.24,overcast clouds
623,Burhar,IN,23.2167,81.5333,89.06,19,3,4.32,clear sky
624,Ust-Maya,RU,60.4167,134.5333,68.59,39,0,7.74,clear sky
625,Bogdanovich,RU,56.7803,62.0494,53.42,97,95,5.86,overcast clouds
626,Otradnoye,RU,59.7775,30.8181,50.09,71,78,5.1,broken clouds
627,Durusu,TR,41.3053,28.6767,66.83,89,27,8.01,scattered clouds
628,Biltine,TD,14.5333,20.9167,84.7,15,1,9.4,clear sky
629,Menongue,AO,-14.6585,17.691,46.4,62,0,5.21,clear sky
630,Bani,DO,18.2833,-70.3333,82.85,84,78,6.93,broken clouds
631,Gogrial,SS,8.5332,28.1004,71.17,87,100,5.23,light rain
632,Scottsbluff,US,41.8666,-103.6672,64.78,54,32,10.0,scattered clouds
633,Takaungu,KE,-3.6837,39.8566,75.09,85,36,15.17,light rain
634,Kralendijk,BQ,12.15,-68.2667,80.65,86,13,22.68,few clouds
635,Kahului,US,20.8947,-156.47,80.83,79,43,8.01,scattered clouds
636,Phulabani,IN,20.4667,84.2333,85.89,42,61,1.83,broken clouds
637,Pangnirtung,CA,66.1451,-65.7125,39.13,87,100,2.89,overcast clouds
638,Homer,US,59.6425,-151.5483,56.05,82,100,3.0,overcast clouds
639,Karpathos,GR,35.507,27.2132,69.76,83,2,17.27,clear sky
640,Beira,MZ,-19.8436,34.8389,68.02,75,99,13.8,light rain
641,Yeppoon,AU,-23.1333,150.7333,64.18,45,3,9.01,clear sky
642,Saint-Leu,RE,-21.15,55.2833,67.06,75,0,11.77,clear sky
643,Jinji,CN,23.2281,110.8261,78.87,87,100,2.64,overcast clouds
644,Goregaon,IN,18.1667,73.3,81.36,81,76,1.9,broken clouds
645,Fort Myers Beach,US,26.452,-81.9481,80.62,70,3,7.7,clear sky
646,Koksovyy,RU,48.1967,40.5989,57.31,77,6,4.23,clear sky
647,Pinotepa Nacional,MX,16.3167,-98.0167,79.57,72,77,4.27,broken clouds
648,Sciacca,IT,37.5082,13.0881,74.64,58,0,8.66,clear sky
649,Cayhagan,PH,9.6697,122.4256,83.97,68,37,2.15,scattered clouds
650,Santhia,IT,45.3663,8.1726,67.42,84,1,4.16,clear sky
651,Sorland,NO,67.667,12.6934,42.66,70,100,15.21,overcast clouds
652,Auki,SB,-8.7676,160.7034,84.33,69,87,4.41,light rain
653,Moose Factory,CA,51.2585,-80.6094,55.38,88,100,10.36,overcast clouds
654,Marienburg,PL,54.0359,19.0266,63.12,92,100,6.78,overcast clouds
655,Leningradskiy,RU,69.3833,178.4167,37.44,71,9,14.32,clear sky
656,Saint Anthony,US,45.0205,-93.218,68.05,49,75,0.0,broken clouds
657,Biritiba-Mirim,BR,-23.5698,-46.0407,62.78,96,99,0.87,light rain
658,Mercedes,AR,-34.6515,-59.4307,47.03,81,2,4.25,clear sky
659,Hellendoorn,NL,52.3902,6.448,58.08,88,8,5.77,clear sky
660,Wuwei,CN,37.9281,102.6414,75.58,28,14,10.98,few clouds
661,Ngunguru,NZ,-35.6167,174.5,64.02,62,37,5.64,scattered clouds
662,Denpasar,ID,-8.65,115.2167,82.06,83,0,3.44,clear sky
663,Bitkine,TD,11.9801,18.2138,86.67,17,98,1.97,overcast clouds
664,Ostersund,SE,63.1792,14.6357,57.65,62,100,9.22,overcast clouds
665,Jinxiang,CN,27.4327,120.6062,72.5,80,100,5.26,overcast clouds
666,Koboko,UG,3.4136,30.9599,61.02,96,100,3.74,overcast clouds
667,Karratha,AU,-20.7377,116.8463,68.81,44,100,17.94,overcast clouds
668,Panarukan,ID,-7.7018,113.9184,82.09,77,99,3.67,overcast clouds
669,Maxixe,MZ,-23.8597,35.3472,65.46,74,40,7.94,scattered clouds
670,Winchester,GB,51.0651,-1.3187,59.49,93,100,1.01,overcast clouds
671,Isla Mujeres,MX,21.2311,-86.731,84.16,85,98,11.77,overcast clouds
672,Tucumcari,US,35.1717,-103.725,85.84,42,0,20.71,clear sky
673,Nyimba,ZM,-14.5566,30.8149,54.16,94,34,4.88,scattered clouds
674,Itupiranga,BR,-5.1347,-49.3267,79.12,84,91,2.3,overcast clouds
675,Chicama,PE,-7.8447,-79.1469,64.99,80,17,5.91,few clouds
676,Saraland,US,30.8207,-88.0706,84.72,68,7,7.29,clear sky
677,Sobolevo,RU,54.4299,31.8996,56.05,88,44,4.23,scattered clouds
678,Nueva Loja,EC,0.0847,-76.8828,71.76,98,83,1.74,broken clouds
679,Chapleau,CA,47.8405,-83.4034,62.69,55,75,6.91,broken clouds
680,Odweyne,SO,9.4092,45.064,69.46,64,100,18.75,overcast clouds
681,Bloomingdale,US,27.8936,-82.2404,85.86,76,0,5.99,clear sky
682,Jati,PK,24.3539,68.2671,83.01,71,70,19.42,broken clouds
683,Dehui,CN,44.5333,125.7,62.98,68,100,5.12,overcast clouds
684,Yulara,AU,-25.2406,130.9889,53.71,48,0,16.69,clear sky
685,Kambove,CD,-10.8764,26.5969,48.69,89,0,6.4,clear sky
